eco	name	fen	moves
C27	Vienna Game: Stanley Variation, Frankenstein-Dracula Variation	N1bk1b1r/p2pq2p/1pnn2p1/3Qpp2/8/1B6/PPPP1PPP/R1B1K1NR w KQ -	e2e4 e7e5 b1c3 g8f6 f1c4 f6e4 d1h5 e4d6 c4b3 b8c6 c3b5 g7g6 h5f3 f7f5 f3d5 d8e7 b5c7 e8d8 c7a8 b7b6
C27	Vienna Game: Stanley Variation, Monster Declined	rnbqk2r/ppppbppp/3n4/4p2Q/8/1BN5/PPPP1PPP/R1B1K1NR w KQkq -	e2e4 e7e5 b1c3 g8f6 f1c4 f6e4 d1h5 e4d6 c4b3 f8e7
C28	Bishop's Opening: Vienna Hybrid, Hromádka Variation	r1bqk2r/pppp1ppp/2n2n2/4p3/1bB1P3/2NP4/PPP1NPPP/R1BQK2R b KQkq -	e2e4 e7e5 b1c3 b8c6 f1c4 g8f6 d2d3 f8b4 g1e2
C28	Vienna Game: Stanley Variation, Bronstein Gambit	r1bqkb1r/pppp1ppp/2n5/4p3/2B1nP2/2N2N2/PPPP2PP/R1BQK2R b KQkq -	e2e4 e7e5 b1c3 b8c6 f1c4 g8f6 f2f4 f6e4 g1f3
C28	Vienna Game: Stanley Variation, Three Knights Variation	r1bqkb1r/pppp1ppp/2n2n2/4p3/2B1P3/2N5/PPPP1PPP/R1BQK1NR w KQkq -	e2e4 e7e5 b1c3 b8c6 f1c4 g8f6
C29	Vienna Game: Heyde Variation	rnbqkb1r/ppp3pp/8/3pPp2/3Pn3/2N2Q2/PPP3PP/R1B1KBNR b KQkq -	e2e4 e7e5 b1c3 g8f6 f2f4 d7d5 f4e5 f6e4 d1f3 f7f5 d2d4
C29	Vienna Game: Vienna Gambit, Bardeleben Variation	rnbqkb1r/ppp3pp/8/3pPp2/4n3/2N2Q2/PPPP2PP/R1B1KBNR w KQkq f6	e2e4 e7e5 b1c3 g8f6 f2f4 d7d5 f4e5 f6e4 d1f3 f7f5
C29	Vienna Game: Vienna Gambit, Breyer Variation	rnbqk2r/ppp1bppp/8/3pP3/4n3/2N2N2/PPPP2PP/R1BQKB1R w KQkq -	e2e4 e7e5 b1c3 g8f6 f2f4 d7d5 f4e5 f6e4 g1f3 f8e7
C29	Vienna Game: Vienna Gambit, Kaufmann Variation	rn1qkb1r/ppp2ppp/8/3pP3/4n1b1/2N2N2/PPPPQ1PP/R1B1KB1R b KQkq -	e2e4 e7e5 b1c3 g8f6 f2f4 d7d5 f4e5 f6e4 g1f3 c8g4 d1e2
C29	Vienna Game: Vienna Gambit, Main Line	rnbqkb1r/ppp2ppp/5n2/3pp3/4PP2/2N5/PPPP2PP/R1BQKBNR w KQkq -	e2e4 e7e5 b1c3 g8f6 f2f4 d7d5
C29	Vienna Game: Vienna Gambit, Modern Variation	rnbqkb1r/ppp2ppp/8/3pP3/4n3/2NP4/PPP3PP/R1BQKBNR b KQkq -	e2e4 e7e5 b1c3 g8f6 f2f4 d7d5 f4e5 f6e4 d2d3
C29	Vienna Game: Vienna Gambit, Paulsen Attack	rnbqkb1r/ppp2ppp/8/3pP3/4n3/2N2Q2/PPPP2PP/R1B1KBNR b KQkq -	e2e4 e7e5 b1c3 g8f6 f2f4 d7d5 f4e5 f6e4 d1f3
C29	Vienna Game: Vienna Gambit, Steinitz Variation	rnbqkb1r/ppp2ppp/5n2/3pp3/4PP2/2NP4/PPP3PP/R1BQKBNR b KQkq -	e2e4 e7e5 b1c3 g8f6 f2f4 d7d5 d2d3
C29	Vienna Game: Vienna Gambit, Wurzburger Trap	rnb1kb1r/ppp2ppp/8/3NP2q/8/3P1Nn1/PPP4P/R1BQKB1R b KQkq -	e2e4 e7e5 b1c3 g8f6 f2f4 d7d5 f4e5 f6e4 d2d3 d8h4 g2g3 e4g3 g1f3 h4h5 c3d5
C30	King's Gambit	rnbqkbnr/pppp1ppp/8/4p3/4PP2/8/PPPP2PP/RNBQKBNR b KQkq -	e2e4 e7e5 f2f4
C30	King's Gambit Declined: Classical Variation	rnbqk1nr/pppp1ppp/8/2b1p3/4PP2/8/PPPP2PP/RNBQKBNR w KQkq -	e2e4 e7e5 f2f4 f8c5
C30	King's Gambit Declined: Classical Variation	rnbqk1nr/ppp2ppp/3p4/2b1p3/4PP2/2P2N2/PP1P2PP/RNBQKB1R b KQkq -	e2e4 e7e5 f2f4 f8c5 g1f3 d7d6 c2c3
C30	King's Gambit Declined: Classical Variation, Euwe Attack	rn1qk1nr/ppp2ppp/8/2b1p3/Q3P1b1/2P2N2/PP1P2PP/RNB1KB1R b KQkq -	e2e4 e7e5 f2f4 f8c5 g1f3 d7d6 c2c3 c8g4 f4e5 d6e5 d1a4
C30	King's Gambit Declined: Classical Variation, Rotlewi Countergambit	rnbqk1nr/ppp2ppp/3p4/2b1p3/1P2PP2/5N2/P1PP2PP/RNBQKB1R b KQkq -	e2e4 e7e5 f2f4 f8c5 g1f3 d7d6 b2b4
C30	King's Gambit Declined: Classical Variation, Rubinstein Countergambit	rnbqk1nr/ppp3pp/3p4/2b1pp2/4PP2/2P2N2/PP1P2PP/RNBQKB1R w KQkq -	e2e4 e7e5 f2f4 f8c5 g1f3 d7d6 c2c3 f7f5
C30	King's Gambit Declined: Classical, Hanham Variation	r1bqk1nr/pppn1ppp/3p4/2b1p3/4PP2/2N2N2/PPPP2PP/R1BQKB1R w KQkq -	e2e4 e7e5 f2f4 f8c5 g1f3 d7d6 b1c3 b8d7
C30	King's Gambit Declined: Classical, Réti Variation	rnbqk1nr/ppp3pp/8/2b2p2/2BpP3/2P2N2/PP4PP/RNBQK2R b KQkq -	e2e4 e7e5 f2f4 f8c5 g1f3 d7d6 c2c3 f7f5 f4e5 d6e5 d2d4 e5d4 f1c4
C30	King's Gambit Declined: Classical, Soldatenkov Variation	rnbqk1nr/ppp2ppp/3p4/2b1P3/4P3/5N2/PPPP2PP/RNBQKB1R b KQkq -	e2e4 e7e5 f2f4 f8c5 g1f3 d7d6 f4e5
C30	King's Gambit Declined: Classical, Svenonius Variation	r2qk2r/ppp2ppp/2np1n2/2b5/2B1Pp2/2NP1Q1P/PPP3P1/R1B1K2R w KQkq -	e2e4 e7e5 f1c4 b8c6 b1c3 g8f6 d2d3 f8c5 f2f4 d7d6 g1f3 c8g4 h2h3 g4f3 d1f3 e5f4
C30	King's Gambit Declined: Hobbs-Zilbermints Gambit	r1bqkbnr/pppp1p2/2n4p/4p1P1/4P3/5N2/PPPP2PP/RNBQKB1R w KQkq -	e2e4 e7e5 f2f4 b8c6 g1f3 g7g5 f4g5 h7h6
C30	King's Gambit Declined: Keene Defense	rnb1kbnr/ppppqppp/8/4p3/4PP2/6P1/PPPP3P/RNBQKBNR w KQkq -	e2e4 e7e5 f2f4 d8h4 g2g3 h4e7
C30	King's Gambit Declined: Keene's Defense	rnb1kbnr/pppp1ppp/8/4p3/4PP1q/8/PPPP2PP/RNBQKBNR w KQkq -	e2e4 e7e5 f2f4 d8h4
C30	King's Gambit Declined: Keene's Defense	rnb1kbnr/pppp1ppp/8/4p3/4PP1q/6P1/PPPP3P/RNBQKBNR b KQkq -	e2e4 e7e5 f2f4 d8h4 g2g3
C30	King's Gambit Declined: Mafia Defense	rnbqkbnr/pp1p1ppp/8/2p1p3/4PP2/8/PPPP2PP/RNBQKBNR w KQkq -	e2e4 c7c5 f2f4 e7e5
C30	King's Gambit Declined: Miles Defense	r1bqkbnr/pppp2pp/2n5/4pp2/4PP2/5N2/PPPP2PP/RNBQKB1R w KQkq -	e2e4 e7e5 f2f4 b8c6 g1f3 f7f5
C30	King's Gambit Declined: Norwalde Variation	rnb1kbnr/pppp1ppp/5q2/4p3/4PP2/8/PPPP2PP/RNBQKBNR w KQkq -	e2e4 e7e5 f2f4 d8f6
C30	King's Gambit Declined: Norwalde Variation, Bücker Gambit	rnb1k1nr/pppp1ppp/8/4p3/1bB1Pq2/2N2N2/PPPP2PP/R1BQK2R b KQkq -	e2e4 e7e5 f2f4 d8f6 b1c3 f6f4 g1f3 f8b4 f1c4
C30	King's Gambit Declined: Norwalde Variation, Schubert Variation	rnb1kbnr/pppp1ppp/8/4p3/3PPq2/2N5/PPP3PP/R1BQKBNR b KQkq -	e2e4 e7e5 f2f4 d8f6 b1c3 f6f4 d2d4
C30	King's Gambit Declined: Panteldakis Countergambit	rnbqkbnr/pppp2pp/8/4pp2/4PP2/8/PPPP2PP/RNBQKBNR w KQkq -	e2e4 e7e5 f2f4 f7f5
C30	King's Gambit Declined: Panteldakis Countergambit, Greco Variation	rnb1kbnr/pppp2pp/8/4pP2/5P1q/8/PPPP2PP/RNBQKBNR w KQkq -	e2e4 e7e5 f2f4 f7f5 e4f5 d8h4
C30	King's Gambit Declined: Panteldakis Countergambit, Pawn Sacrifice Line	rnb1kbnr/ppppq2p/6P1/7Q/5p2/8/PPPP2PP/RNBK1BNR b kq -	e2e4 e7e5 f2f4 f7f5 e4f5 e5f4 d1h5 g7g6 f5g6 d8e7 e1d1
C30	King's Gambit Declined: Panteldakis Countergambit, Schiller's Defense	rnbqk1nr/pppp2pp/8/2b1pP2/5P2/8/PPPP2PP/RNBQKBNR w KQkq -	e2e4 e7e5 f2f4 f7f5 e4f5 f8c5
C30	King's Gambit Declined: Panteldakis Countergambit, Shirazi Line	rnbq1bnr/ppppk1pp/8/5P1Q/5p2/8/PPPP2PP/RNB1KBNR w KQ -	e2e4 e7e5 f2f4 f7f5 e4f5 e5f4 d1h5 e8e7
C30	King's Gambit Declined: Panteldakis Countergambit, Symmetrical Variation	rnbqk1nr/ppp3pp/3b4/3p1P2/3P1p2/3B1N2/PPP3PP/RNBQK2R b KQkq -	e2e4 e7e5 f2f4 f7f5 e4f5 e5f4 g1f3 d7d5 d2d4 f8d6 f1d3
C30	King's Gambit Declined: Petrov's Defense	rnbqkb1r/pppp1ppp/5n2/4p3/4PP2/8/PPPP2PP/RNBQKBNR w KQkq -	e2e4 e7e5 f2f4 g8f6
C30	King's Gambit Declined: Queen's Knight Defense	r1bqkbnr/pppp1ppp/2n5/4p3/4PP2/8/PPPP2PP/RNBQKBNR w KQkq -	e2e4 e7e5 f2f4 b8c6
C30	King's Gambit Declined: Senechaud Countergambit	rnbqk1nr/pppp1p1p/8/2b1p1p1/4PP2/5N2/PPPP2PP/RNBQKB1R w KQkq -	e2e4 e7e5 f2f4 f8c5 g1f3 g7g5
C30	King's Gambit Declined: Soller-Zilbermints Gambit	r1bqkbnr/pppp2pp/2n2p2/4P3/4P3/8/PPPP2PP/RNBQKBNR w KQkq -	e2e4 e7e5 f2f4 f7f6 f4e5 b8c6
C30	King's Gambit Declined: Zilbermints Double Gambit	r1bqkbnr/pppp1p1p/2n5/4p1p1/4PP2/5N2/PPPP2PP/RNBQKB1R w KQkq -	e2e4 e7e5 f2f4 b8c6 g1f3 g7g5
C30	King's Gambit: Zilbermints Double Countergambit	rnbqkbnr/pppp1p1p/8/4p1p1/4PP2/8/PPPP2PP/RNBQKBNR w KQkq -	e2e4 e7e5 f2f4 g7g5
C31	King's Gambit Declined: Falkbeer Countergambit	rnbqkbnr/ppp2ppp/8/3pp3/4PP2/8/PPPP2PP/RNBQKBNR w KQkq -	e2e4 e7e5 f2f4 d7d5
C31	King's Gambit Declined: Falkbeer Countergambit Accepted	rnbqkbnr/ppp2ppp/8/3Pp3/5P2/8/PPPP2PP/RNBQKBNR b KQkq -	e2e4 e7e5 f2f4 d7d5 e4d5
C31	King's Gambit Declined: Falkbeer Countergambit, Anderssen Attack	rnbqkbnr/ppp2ppp/8/1B1P4/4pP2/8/PPPP2PP/RNBQK1NR b KQkq -	e2e4 e7e5 f2f4 d7d5 e4d5 e5e4 f1b5
C31	King's Gambit Declined: Falkbeer Countergambit, Blackburne Attack	rnbqkbnr/ppp2ppp/8/3pp3/4PP2/5N2/PPPP2PP/RNBQKB1R b KQkq -	e2e4 e7e5 f2f4 d7d5 g1f3
C31	King's Gambit Declined: Falkbeer Countergambit, Charousek Gambit	rnbqkbnr/ppp2ppp/8/3P4/4pP2/3P4/PPP3PP/RNBQKBNR b KQkq -	e2e4 e7e5 f2f4 d7d5 e4d5 e5e4 d2d3
C31	King's Gambit Declined: Falkbeer Countergambit, Charousek Gambit, Morphy Defense	rnbqk2r/ppp2ppp/5n2/3P4/1b3P2/2NPp3/PPPB2PP/R2QKBNR w KQkq -	e2e4 e7e5 b1c3 g8f6 f2f4 d7d5 e4d5 e5e4 d2d3 f8b4 c1d2 e4e3
C31	King's Gambit Declined: Falkbeer Countergambit, Hinrichsen Gambit	rnbqkbnr/ppp2ppp/8/3pp3/3PPP2/8/PPP3PP/RNBQKBNR b KQkq -	e2e4 e7e5 f2f4 d7d5 d2d4
C31	King's Gambit Declined: Falkbeer Countergambit, Miles Gambit	rnbqk1nr/ppp2ppp/8/2bPp3/5P2/8/PPPP2PP/RNBQKBNR w KQkq -	e2e4 e7e5 f2f4 d7d5 e4d5 f8c5
C31	King's Gambit Declined: Falkbeer Countergambit, Milner-Barry Variation	rnbqkbnr/ppp2ppp/8/3pp3/4PP2/2N5/PPPP2PP/R1BQKBNR b KQkq -	e2e4 e7e5 f2f4 d7d5 b1c3
C31	King's Gambit Declined: Falkbeer Countergambit, Modern Transfer	rnbqkbnr/ppp2ppp/8/3P4/5p2/8/PPPP2PP/RNBQKBNR w KQkq -	e2e4 e7e5 f2f4 d7d5 e4d5 e5f4
C31	King's Gambit Declined: Falkbeer Countergambit, Nimzowitsch-Marshall Countergambit	rnbqkbnr/pp3ppp/2p5/3Pp3/5P2/8/PPPP2PP/RNBQKBNR w KQkq -	e2e4 e7e5 f2f4 d7d5 e4d5 c7c6
C31	King's Gambit Declined: Falkbeer Countergambit, Pickler Gambit	rnbqk1nr/pp3ppp/2P5/2b1p3/5P2/8/PPPP2PP/RNBQKBNR w KQkq -	e2e4 e7e5 f2f4 d7d5 e4d5 c7c6 d5c6 f8c5
C31	King's Gambit Declined: Falkbeer Countergambit, Rubinstein Variation	rnbqkb1r/ppp2ppp/5n2/3P4/4pP2/2N5/PPPPQ1PP/R1B1KBNR b KQkq -	e2e4 e7e5 f2f4 d7d5 e4d5 e5e4 b1c3 g8f6 d1e2
C31	King's Gambit Declined: Falkbeer Countergambit, Staunton Line	rnbqkbnr/ppp2ppp/8/3P4/4pP2/8/PPPP2PP/RNBQKBNR w KQkq -	e2e4 e7e5 f2f4 d7d5 e4d5 e5e4
C31	Van Geet Opening: Grünfeld Defense, Steiner Gambit	rnbqkbnr/ppp2ppp/8/4p3/4NP2/8/PPPP2PP/R1BQKBNR b KQkq -	e2e4 e7e5 f2f4 d7d5 b1c3 d5e4 c3e4
C32	King's Gambit Declined: Falkbeer Countergambit, Alapin Variation	rnb1k2r/ppp2ppp/8/3q4/4nP2/8/PPPNQbPP/RNBK1B1R b kq -	e2e4 e7e5 f2f4 d7d5 e4d5 e5e4 d2d3 g8f6 d3e4 f6e4 g1f3 f8c5 d1e2 c5f2 e1d1 d8d5 f3d2
C32	King's Gambit Declined: Falkbeer Countergambit, Charousek Gambit	rnbqkb1r/ppp2ppp/8/3P4/4nP2/8/PPP1Q1PP/RNB1KBNR b KQkq -	e2e4 e7e5 f2f4 d7d5 e4d5 e5e4 d2d3 g8f6 d3e4 f6e4 d1e2
C32	King's Gambit Declined: Falkbeer Countergambit, Charousek Gambit Accepted	rnbqkb1r/ppp2ppp/5n2/3P4/4PP2/8/PPP3PP/RNBQKBNR b KQkq -	e2e4 e7e5 f2f4 d7d5 e4d5 e5e4 d2d3 g8f6 d3e4
C32	King's Gambit Declined: Falkbeer Countergambit, Charousek Gambit, Keres Variation	rnbqkb1r/ppp2ppp/5n2/3P4/4pP2/3P4/PPPN2PP/R1BQKBNR b KQkq -	e2e4 e7e5 f2f4 d7d5 e4d5 e5e4 d2d3 g8f6 b1d2
C32	King's Gambit Declined: Falkbeer Countergambit, Charousek Gambit, Main Line	rn1qk2r/ppp2ppp/8/2bP1b2/4nP2/5N2/PPP1Q1PP/RNB1KB1R w KQkq -	e2e4 e7e5 f2f4 d7d5 e4d5 e5e4 d2d3 g8f6 d3e4 f6e4 g1f3 f8c5 d1e2 c8f5
C32	King's Gambit Declined: Falkbeer Countergambit, Charousek Gambit, Old Line	rnbqkb1r/ppp2ppp/5n2/3P4/4pP2/3P4/PPP1Q1PP/RNB1KBNR b KQkq -	e2e4 e7e5 f2f4 d7d5 e4d5 e5e4 d2d3 g8f6 d1e2
C32	King's Gambit Declined: Falkbeer Countergambit, Charousek Variation	rnb1kb1r/ppp3pp/8/3q1p2/4nPP1/8/PPPNQ2P/R1B1KBNR b KQkq -	e2e4 e7e5 f2f4 d7d5 e4d5 e5e4 d2d3 g8f6 d3e4 f6e4 d1e2 d8d5 b1d2 f7f5 g2g4
C32	King's Gambit Declined: Falkbeer Countergambit, Tarrasch Variation	rn1q1rk1/ppp2ppp/8/2bP1b2/4nPP1/5N2/PPP1Q2P/RNB1KB1R w KQ -	e2e4 e7e5 f2f4 d7d5 e4d5 e5e4 d2d3 g8f6 d3e4 f6e4 g1f3 f8c5 d1e2 c8f5 g2g4 e8g8
C33	King's Gambit Accepted	rnbqkbnr/pppp1ppp/8/8/4Pp2/8/PPPP2PP/RNBQKBNR w KQkq -	e2e4 e7e5 f2f4 e5f4
C33	King's Gambit Accepted: Basman Gambit	rnbqkbnr/pppp1ppp/8/8/4Pp2/8/PPPPQ1PP/RNB1KBNR b KQkq -	e2e4 e7e5 f2f4 e5f4 d1e2
C33	King's Gambit Accepted: Bishop's Gambit	rnbqkbnr/pppp1ppp/8/8/2B1Pp2/8/PPPP2PP/RNBQK1NR b KQkq -	e2e4 e7e5 f2f4 e5f4 f1c4
C33	King's Gambit Accepted: Bishop's Gambit, Anderssen Defense	rnbqkbnr/pppp1p1p/8/6p1/2B1Pp2/8/PPPP2PP/RNBQK1NR w KQkq -	e2e4 e7e5 f2f4 e5f4 f1c4 g7g5
C33	King's Gambit Accepted: Bishop's Gambit, Anderssen Variation	rnbqkbnr/pp3ppp/2p5/3B4/4Pp2/8/PPPP2PP/RNBQK1NR w KQkq -	e2e4 e7e5 f2f4 e5f4 f1c4 d7d5 c4d5 c7c6
C33	King's Gambit Accepted: Bishop's Gambit, Bledow Countergambit	rnbqkb1r/ppp2ppp/5n2/3B4/4Pp2/8/PPPP2PP/RNBQK1NR w KQkq -	e2e4 e7e5 f2f4 e5f4 f1c4 d7d5 c4d5 g8f6
C33	King's Gambit Accepted: Bishop's Gambit, Bledow Variation	rnbqkbnr/ppp2ppp/8/3p4/2B1Pp2/8/PPPP2PP/RNBQK1NR w KQkq -	e2e4 e7e5 f2f4 e5f4 f1c4 d7d5
C33	King's Gambit Accepted: Bishop's Gambit, Boden Variation	r1b1kbnr/pppp1ppp/2n5/8/2B1Pp1q/8/PPPP2PP/RNBQ1KNR w kq -	e2e4 e7e5 f2f4 e5f4 f1c4 d8h4 e1f1 b8c6
C33	King's Gambit Accepted: Bishop's Gambit, Bogoljubov Defense	rnbqkb1r/pp1p1ppp/2p2n2/8/2B1Pp2/2N5/PPPP2PP/R1BQK1NR w KQkq -	e2e4 e7e5 f2f4 e5f4 f1c4 g8f6 b1c3 c7c6
C33	King's Gambit Accepted: Bishop's Gambit, Bogoljubov Variation	rnbqkb1r/pppp1ppp/5n2/8/2B1Pp2/2N5/PPPP2PP/R1BQK1NR b KQkq -	e2e4 e7e5 f2f4 e5f4 f1c4 g8f6 b1c3
C33	King's Gambit Accepted: Bishop's Gambit, Boren-Svenonius Variation	rnb1k1nr/ppp2ppp/3b4/3B4/4Pp1q/8/PPPP2PP/RNBQ1KNR w kq -	e2e4 e7e5 f2f4 e5f4 f1c4 d7d5 c4d5 d8h4 e1f1 f8d6
C33	King's Gambit Accepted: Bishop's Gambit, Bryan Countergambit	rnb1kbnr/p1pp1ppp/8/1p6/2B1Pp1q/8/PPPP2PP/RNBQ1KNR w kq -	e2e4 e7e5 f2f4 e5f4 f1c4 d8h4 e1f1 b7b5
C33	King's Gambit Accepted: Bishop's Gambit, Chigorin's Attack	rnb1kbnr/ppp2p1p/8/3B2p1/4Pp1q/6P1/PPPP3P/RNBQ1KNR b kq -	e2e4 e7e5 f2f4 e5f4 f1c4 d8h4 e1f1 d7d5 c4d5 g7g5 g2g3
C33	King's Gambit Accepted: Bishop's Gambit, Classical Defense	rnb1k2r/ppppnpbp/8/6p1/2BPPp1q/2N5/PPP3PP/R1BQ1KNR w kq -	e2e4 e7e5 f2f4 e5f4 f1c4 d8h4 e1f1 g8e7 b1c3 g7g5 d2d4 f8g7
C33	King's Gambit Accepted: Bishop's Gambit, Classical Defense, Cozio Attack	rnb1kbnr/pppp1p1p/8/6p1/2B1Pp1q/5Q2/PPPP2PP/RNB2KNR b kq -	e2e4 e7e5 f2f4 e5f4 f1c4 d8h4 e1f1 g7g5 d1f3
C33	King's Gambit Accepted: Bishop's Gambit, Cozio Defense	rnbqkb1r/pppp1ppp/5n2/8/2B1Pp2/8/PPPP2PP/RNBQK1NR w KQkq -	e2e4 e7e5 f2f4 e5f4 f1c4 g8f6
C33	King's Gambit Accepted: Bishop's Gambit, Cozio Variation	rnb1kbnr/ppp2ppp/3p4/8/2B1Pp1q/8/PPPP2PP/RNBQ1KNR w kq -	e2e4 e7e5 f2f4 e5f4 f1c4 d8h4 e1f1 d7d6
C33	King's Gambit Accepted: Bishop's Gambit, First Jaenisch Variation	rnb1kb1r/pppp1ppp/5n2/8/2B1Pp1q/8/PPPP2PP/RNBQ1KNR w kq -	e2e4 e7e5 f2f4 e5f4 f1c4 d8h4 e1f1 g8f6
C33	King's Gambit Accepted: Bishop's Gambit, Fraser Variation	rnb1k1nr/pppp1pbp/8/6p1/2B1P2q/2N2Qp1/PPPP3P/R1B2KNR b kq -	e2e4 e7e5 f2f4 e5f4 f1c4 d8h4 e1f1 g7g5 b1c3 f8g7 g2g3 f4g3 d1f3
C33	King's Gambit Accepted: Bishop's Gambit, Gianutio Gambit	rnbqkbnr/pppp2pp/8/5p2/2B1Pp2/8/PPPP2PP/RNBQK1NR w KQkq -	e2e4 e7e5 f2f4 e5f4 f1c4 f7f5
C33	King's Gambit Accepted: Bishop's Gambit, Greco Variation	rnb1k1nr/pppp1ppp/8/2b5/2B1Pp1q/8/PPPP2PP/RNBQ1KNR w kq -	e2e4 e7e5 f2f4 e5f4 f1c4 d8h4 e1f1 f8c5
C33	King's Gambit Accepted: Bishop's Gambit, Grimm Attack	rnb1k1nr/ppp2pbp/3p4/4P1p1/2BP1p1q/2N5/PPP3PP/R1BQ1KNR b kq -	e2e4 e7e5 f2f4 e5f4 f1c4 d8h4 e1f1 g7g5 b1c3 f8g7 d2d4 d7d6 e4e5
C33	King's Gambit Accepted: Bishop's Gambit, Kieseritzky Gambit	rnbqkbnr/p1pp1ppp/8/1p6/2B1Pp2/8/PPPP2PP/RNBQK1NR w KQkq -	e2e4 e7e5 f2f4 e5f4 f1c4 b7b5
C33	King's Gambit Accepted: Bishop's Gambit, Lopez Defense	rnbqkbnr/pp1p1ppp/2p5/8/2B1Pp2/8/PPPP2PP/RNBQK1NR w KQkq -	e2e4 e7e5 f2f4 e5f4 f1c4 c7c6
C33	King's Gambit Accepted: Bishop's Gambit, Lopez Variation	rnb1kbnr/pppp1p1p/8/6p1/2B1Pp1q/8/PPPP2PP/RNBQ1KNR w kq -	e2e4 e7e5 f2f4 e5f4 f1c4 d8h4 e1f1 g7g5
C33	King's Gambit Accepted: Bishop's Gambit, Maurian Defense	r1bqkbnr/pppp1ppp/2n5/8/2B1Pp2/8/PPPP2PP/RNBQK1NR w KQkq -	e2e4 e7e5 f2f4 e5f4 f1c4 b8c6
C33	King's Gambit Accepted: Bishop's Gambit, McDonnell Attack	rnb1k2r/ppppnpbp/8/6p1/2BPPp1q/2N3P1/PPP4P/R1BQ1KNR b kq -	e2e4 e7e5 f2f4 e5f4 f1c4 d8h4 e1f1 g7g5 b1c3 f8g7 d2d4 g8e7 g2g3
C33	King's Gambit Accepted: Bishop's Gambit, McDonnell Attack	rnb1k1nr/pppp1pbp/8/6p1/2B1Pp1q/2N3P1/PPPP3P/R1BQ1KNR b kq -	e2e4 e7e5 f2f4 e5f4 f1c4 d8h4 e1f1 g7g5 b1c3 f8g7 g2g3
C33	King's Gambit Accepted: Bishop's Gambit, Paulsen Attack	rnbqk2r/pppp1ppp/5n2/4P3/1bB2p2/2N5/PPPP2PP/R1BQK1NR b KQkq -	e2e4 e7e5 f2f4 e5f4 f1c4 g8f6 b1c3 f8b4 e4e5
C33	King's Gambit Accepted: Bishop's Gambit, Steinitz Defense	rnbqkb1r/ppppnppp/8/8/2B1Pp2/8/PPPP2PP/RNBQK1NR w KQkq -	e2e4 e7e5 f2f4 e5f4 f1c4 g8e7
C33	King's Gambit Accepted: Breyer Gambit	rnbqkbnr/pppp1ppp/8/8/4Pp2/5Q2/PPPP2PP/RNB1KBNR b KQkq -	e2e4 e7e5 f2f4 e5f4 d1f3
C33	King's Gambit Accepted: Carrera Gambit	rnbqkbnr/pppp1ppp/8/7Q/4Pp2/8/PPPP2PP/RNB1KBNR b KQkq -	e2e4 e7e5 f2f4 e5f4 d1h5
C33	King's Gambit Accepted: Dodo Variation	rnbqkbnr/pppp1ppp/8/8/4PpQ1/8/PPPP2PP/RNB1KBNR b KQkq -	e2e4 e7e5 f2f4 e5f4 d1g4
C33	King's Gambit Accepted: Eisenberg Variation	rnbqkbnr/pppp1ppp/8/8/4Pp2/7N/PPPP2PP/RNBQKB1R b KQkq -	e2e4 e7e5 f2f4 e5f4 g1h3
C33	King's Gambit Accepted: Gaga Gambit	rnbqkbnr/pppp1ppp/8/8/4Pp2/6P1/PPPP3P/RNBQKBNR b KQkq -	e2e4 e7e5 f2f4 e5f4 g2g3
C33	King's Gambit Accepted: Lopez-Gianutio Countergambit, Hein Variation	rnbk1bnr/pppp2pp/8/8/2B1pp1q/2N5/PPPPQ1PP/R1BK2NR w - -	e2e4 e7e5 f2f4 e5f4 f1c4 f7f5 d1e2 d8h4 e1d1 f5e4 b1c3 e8d8
C33	King's Gambit Accepted: Orsini Gambit	rnbqkbnr/pppp1ppp/8/8/4Pp2/1P6/P1PP2PP/RNBQKBNR b KQkq -	e2e4 e7e5 f2f4 e5f4 b2b3
C33	King's Gambit Accepted: Paris Gambit	rnbqkbnr/pppp1ppp/8/8/4Pp2/8/PPPPN1PP/RNBQKB1R b KQkq -	e2e4 e7e5 f2f4 e5f4 g1e2
C33	King's Gambit Accepted: Polerio Gambit	rnbqkbnr/pppp1ppp/8/8/3PPp2/8/PPP3PP/RNBQKBNR b KQkq -	e2e4 e7e5 f2f4 e5f4 d2d4
C33	King's Gambit Accepted: Schurig Gambit	rnbqkbnr/pppp1ppp/8/1B6/4Pp2/8/PPPP2PP/RNBQK1NR b KQkq -	e2e4 e7e5 f2f4 e5f4 f1b5
C33	King's Gambit Accepted: Schurig Gambit	rnbqkbnr/pppp1ppp/8/8/4Pp2/3B4/PPPP2PP/RNBQK1NR b KQkq -	e2e4 e7e5 f2f4 e5f4 f1d3
C33	King's Gambit Accepted: Stamma Gambit	rnbqkbnr/pppp1ppp/8/8/4Pp1P/8/PPPP2P1/RNBQKBNR b KQkq -	e2e4 e7e5 f2f4 e5f4 h2h4
C33	King's Gambit Accepted: Tartakower Gambit	rnbqkbnr/pppp1ppp/8/8/4Pp2/8/PPPPB1PP/RNBQK1NR b KQkq -	e2e4 e7e5 f2f4 e5f4 f1e2
C33	King's Gambit Accepted: Tartakower Gambit, Weiss Defense	rnbqkbnr/ppp3pp/3p4/5P2/5p2/8/PPPPB1PP/RNBQK1NR w KQkq -	e2e4 e7e5 f2f4 e5f4 f1e2 f7f5 e4f5 d7d6
